cod_unico,direccion,institucion,establecimiento,files,clasificacion,correo,longitud,latitud,pagina
00033344,AVENIDA AREQUIPA NÚMERO 1800 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,NOVOCENTRAL,"""http://maps.google.es/?q=-12.0825671%20-77.0349621,INSASU20210312095907.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,diego_isayama@yahoo.com,-77.0349621,-12.0825671,
00033481,AVENIDA BRASIL NÚMERO 831 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA INTEGRA QUIRURGICA,"""http://maps.google.es/?q=-12.06753968%20-77.04730509,INSASU20220820001538.jpg,INSASU20220820001543.jpg,INSASU20220820001934.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,amartinez@iso.com.pe,-77.04730509,-12.06753968,
00033799,AVENIDA PRIMAVERA NÚMERO 886 PISO 6 DEPARTAMENTO 601 DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA ZEGARRA,"""http://maps.google.es/?q=-12.110657%20-76.9834287,INSASU20221019202439.jpeg,INSASU20221019211704.jpeg,INSASU20221019211715.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,administracion@clinicazegarra.com,-76.9834287,-12.110657,HTTP://WWW.CLINICAZEGARRA.COM
00033999,AVENIDA LAS PRADERAS NÚMERO 134 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA SANICEN,"""http://maps.google.es/?q=-12.0232233%20-76.9143719,INSASU20220406102311.jpeg,INSASU20220406102315.jpeg,INSASU20220406102320.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,ginemedicasociados@gmail.com,-76.9143719,-12.0232233,
00035955,AVENIDA Colonial NUMERO 443 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,Clínica aviva - Sede Lima Centro,"""http://maps.google.es/?q=-12.04692644%20-77.04737831,INSASU20240528094937.jpeg,INSASU20240528094942.jpeg,INSASU20240528100812.jpeg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,rocio.rios@aviva.pe,-77.04737831,-12.04692644,https://www.aviva.pe/
00036868,AVENIDA ANDRES AVELINO CACERES NUMERO 559 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA ESPECIALIZADA DE LA MUJER,"""http://maps.google.es/?q=-12.1193164%20-77.0197461,INSASU20240828082951.jpg,INSASU20240828083143.jpg,INSASU20240828083157.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,ABALDOCEDA@HOTMAIL.COM,-77.0197461,-12.1193164,
00037119,AVENIDA AREQUIPA N° 2022 - 2030 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA RISSO,"""http://maps.google.es/?q=-12.084988%20-77.0345776,INSASU20241203112840.jpg,INSASU20241203112846.jpg,INSASU20241203112850.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,direccion.medica@clinicarisso.com,-77.0345776,-12.084988,
00037540,URBANIZACIÓN MELCHORITA E 5 POLICLINICO ESNESTO MISPIRETA VALDIVIA IMPERIAL CAÑETE LIMA,PUBLICO,CENTRO MATERNO INFANTIL RAMOS LARREA,"""""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,marthaazl.0209@gmail.com,,,
00005987,CALLE CALLE MIGUEL IGLESIAS N°968 DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL MARIA AUXILIADORA,"""http://maps.google.es/?q=-12.1605768%20-76.9591024,INSASU20221006141856.jpeg,INSASU20221006141858.jpeg,INSASU20221006141902.jpeg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,mauxiliadora@hma.gob.pe,-76.9591024,-12.1605768,http://www.hma.gob.pe/
00009505,AVENIDA AV. JAVIER PRADO ESTE N° 1142 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,OFTALMOSALUD,"""http://maps.google.es/?q=-12.09026479%20-77.01683364,INSASU20191205111952.jpg,INSASU20240702180007.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,EMUNOZ@OFTALMOSALUD.COM.PE,-77.01683364,-12.09026479,HTTP://WWW.OFTALMOSALUD.COM.PE
00016353,AVENIDA AV. BUENOS AIRES Nº 2307 DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA MONTELUZ,"""http://maps.google.es/?q=-11.843333%20-77.10187,INSASU20200504113821.jpg,INSASU20200504113825.jpg,INSASU20200504113829.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,Narda.Vicuna@gmail.com,-77.10187,-11.843333,
00010464,AVENIDA AV. LA FONTANA 362 - URB. RESIDENCIAL MONTERRICO SUR DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA ANGLO AMERICANA,"""http://maps.google.es/?q=-12.0743644%20-76.9560011,INSASU20221129122140.jpg,INSASU20221129122153.jpg,INSASU20221129122159.jpg,""",POLICLINICOS,LAMOLINA@ANGLOAMERICANA.COM.PE,-76.9560011,-12.0743644,https://www.clinicaangloamericana.pe
00005735,AVENIDA AV. TUPAC AMARU Nº 2950 (KM 22) DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO MATERNO INFANTIL EL PROGRESO,"""http://maps.google.es/?q=-11.87520403%20-77.01699612,INSASU20180910185325.jpg,INSASU20180910185330.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,cmi.elprogreso@dirislimanorte.gob.pe,-77.01699612,-11.87520403,http://www.dirislimanorte.gob.pe
00006132,"AVENIDA AV. LOS ÁNGELES S/N, SECTOR 1, GRUPO 15 NUMERO S/N DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,CENTRO MATERNO INFANTIL SAN JOSE,"""http://maps.google.es/?q=-12.1982974%20-76.9463104,INSASU20180914105508.jpg,INSASU20180919163750.jpg,INSASU20180919163757.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,jorgehurtadoh@gmail.com,-76.9463104,-12.1982974,
00008539,JIRÓN JR. CHINCHA 226 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,POLICLINICO CHINCHA,"""http://maps.google.es/?q=-12.06264167%20-77.03923833,INSASU20201121101747.jpg,""",POLICLINICOS,WEBMASTER@ESSALUD.GOB.PE,-77.03923833,-12.06264167,HTTP://WWW.ESSALUD.GOB.PE
00008709,AVENIDA AV. JORGE CHAVEZ S/N BASE AEREA LAS PALMAS NÚMERO S/N DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE SALUD FAP LAS PALMAS,"""http://maps.google.es/?q=-12.1521653%20-77.0038897,INSASU20201211111057.jpg,INSASU20201211111109.jpg,INSASU20201211111114.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,HOLAP@FAP.MIL.PE,-77.0038897,-12.1521653,HTTP://WWW.FAP.MIL.PE
00008880,JIRÓN JR. CHOTA Nº 1449 - CERCADO DE LIMA DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO MEDICO ANCIJE,"""http://maps.google.es/?q=-12.0590926%20-77.0401513,INSASU20180406100548.jpg,INSASU20180406100559.jpg,INSASU20180406100535.jpg,""",POLICLINICOS,alexander.ticona@essalud.gob.pe,-77.0401513,-12.0590926,
00008881,AVENIDA AV. FRANCISCO PIZARRO 585 DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,FRANCISCO PIZARRO,"""http://maps.google.es/?q=-12.0370175%20-77.0351271,INSASU20211029072909.jpeg,""",POLICLINICOS,jorge.villalta@essalud.gob.pe,-77.0351271,-12.0370175,HTTP://WWW.ESSALUD.GOB.PE
00008956,AVENIDA AVENIDA 28 DE JULIO  1331 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA DEL INCA,"""http://maps.google.es/?q=-12.1304553%20-77.0193066,INSASU20171221114652.jpg,INSASU20171221114701.jpg,""",INSTITUTOS DE SALUD ESPECIALIZADOS,GERENCIA@INCA.ORG.PE,-77.0193066,-12.1304553,HTTP://WWW.INCA.ORG.PE
00009153,"AVENIDA AV. SEPARADORA INDUSTRIAL Nº 1818-1820 (ANTES 380-390) MZ. A1. LT 17-24, URB. CACTUS DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,CLINICA MONTEFIORI,"""http://maps.google.es/?q=-12.06548989%20-76.96600358,INSASU20230328094246.jpg,INSASU20230328094351.jpg,INSASU20230328094343.jpg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,AVITTOR@MONTEFIORI.COM.PE,-76.96600358,-12.06548989,
00009229,AVENIDA AV SAN MARTIN CUADRA DOS S/N CARABAYLLO NÚMERO S/N DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISTEMA METROPOLITANO DE LA SOLIDARIDAD CARABAYLLO,"""http://maps.google.es/?q=-11.901217%20-77.034336,INSASU20211216085432.jpg,""",CENTROS DE SALUD O CENTROS MEDICOS,mesadepartesvirtual@sisol.gob.pe,-77.034336,-11.901217,http://www.sisol.gob.pe
00009615,JIRÓN URB. HUAQUILLAY JR. COSTA RICA NRO: 138 COMAS DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLÍNICO NUESTRA SEÑORA DE LA PAZ,"""http://maps.google.es/?q=-11.95411751%20-77.05209797,INSASU20241128121236.jpg,""",POLICLINICOS,ANSS.NSDP.61@GMAIL.COM,-77.05209797,-11.95411751,
00009636,AVENIDA AV SAN BORJA SUR Nº 237 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,FMC MEDICAL CENTER CENTRO DE DIAGNOSTICO S.A.C.,"""http://maps.google.es/?q=-12.0998899%20-77.0088721,INSASU20240624112547.jpg,INSASU20240624112551.jpg,INSASU20240624112554.jpg,""",POLICLINICOS,gerenciageneral@fmc.pe,-77.0088721,-12.0998899,https://fmc.pe/
00009805,AVENIDA AVENIDA UNIVERSITARIA 1801 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,SERVICIO DE SALUD,"""http://maps.google.es/?q=-12.0687255%20-77.0781351,INSASU20231117144923.jpg,INSASU20231117144929.jpg,""",POLICLINICOS,medico@pucp.edu.pe,-77.0781351,-12.0687255,HTTP://WWW.PUCP.EDU.PE
00009868,AVENIDA AVENIDA PROLONGACION PASEO DE L AREPUBLICA S/N URBANIZACION MATELLINI NUMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA RICARDO PALMA CENTRO MEDICO PLAZA LIMA SUR,"""http://maps.google.es/?q=-12.0502081%20-77.053568,INSASU20190105092043.jpg,""",POLICLINICOS,backoffice@pls-crp.com.pe,-77.053568,-12.0502081,
00009905,JIRÓN N° GRAU 356 - 359 DISTRITO LURIN PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO VIRGEN DE GUADALUPE,"""http://maps.google.es/?q=-12.2608455%20-76.8838234,INSASU20200103125522.jpg,""",POLICLINICOS,DRVICTORCUYA@GMAIL.COM,-76.8838234,-12.2608455,
00010092,AVENIDA AV. PETIT THOUARS 4136 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,MILENIUM SALUD,"""http://maps.google.es/?q=-12.103714%20-77.0305329,INSASU20210915190555.jpg,""",POLICLINICOS,mileniumocupacional@gmail.com,-77.0305329,-12.103714,HTTP://WWW.MILENIUMDALETH.COM
00010098,AVENIDA AV. ESCUELA MILITAR S/N NUMERO S/N DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL MILITAR GERIATRICO,"""http://maps.google.es/?q=-12.16220614%20-77.01971338,INSASU20200218103051.jpg,INSASU20200218103100.jpg,INSASU20200218103131.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,HOSPITALMILITARGERIATRICO@GMAIL.COM,-77.01971338,-12.16220614,HTTP://WWW.EJERCITO.MIL.PE
00010109,AVENIDA AV. JAVIER PRADO ESTE NRO. 4200 INT. CM DPTO. CONS URB. FUNDO MONTERRICO CHICO LIMA DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,JOCKEY SALUD,"""http://maps.google.es/?q=-12.08514127%20-76.97726167,INSASU20190301183042.JPG,INSASU20190301183125.JPG,INSASU20190301183129.JPG,""",POLICLINICOS,srios@jockeysalud.com.pe,-76.97726167,-12.08514127,HTTP://WWW.JOCKEYSALUD.COM.PE/
00010292,JIRÓN JR. PUNO 182- CHOSICA JR. PUNO 182- CHOSICA LURIGANCHO LIMA LIMA,PRIVADO,CENTRO MEDICO ESPECIALIZADO SAN FELIPE,"""http://maps.google.es/?q=-11.9373125%20-76.6950625,INSASU20230613175904.jpg,INSASU20230613175908.jpg,INSASU20230613175912.jpg,""",CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,mpacheco@cmesanfelipe.com,-76.6950625,-11.9373125,https://www.facebook.com/CentroMedicoEspecializadoSanFelipe/
00010396,CALLE CALLE LAS TUNAS 209 URB. RECAUDADORES - SALAMANCA DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO SALAMANCA,"""http://maps.google.es/?q=-12.08038091%20-76.98566503,INSASU20170907125854.png,""",POLICLINICOS,dpoletti@feban.net,-76.98566503,-12.08038091,HTTP://WWW.FEBAN.NET
00010438,JIRÓN JR. LAS CORALINAS 747 - URB. LAS FLORES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO PARROQUIAL SAN BENITO,"""http://maps.google.es/?q=-12.00934577%20-77.01271108,INSASU20240112083405.jpg,INSASU20240112083412.jpg,""",POLICLINICOS,directorio.sbenito@gmail.com,-77.01271108,-12.00934577,
00010457,CALLE CALLE OCTAVIO PAZ 255 URB . LA  CALERA SURQUILLO DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,BIOSMED,"""http://maps.google.es/?q=-12.1152646%20-77.0061716,INSASU20210408095122.jpg,""",POLICLINICOS,recepcionbios@biosmed.net,-77.0061716,-12.1152646,
00010458,"AVENIDA AV. SAN MARTIN S/N., ALT. PARADERO 1 - HUASCAR NÚMERO S/N DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,POLICLINICO PARROQUIAL HERMANO ANDRES,"""""",POLICLINICOS,ADMPPHA@HOTMAIL.COM,,,
00010669,JIRÓN MAYTA CAPAC NUMERO 1398 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLÍNICA PERUANA DE LA VISION,"""http://maps.google.es/?q=-12.07644535%20-77.04263247,INSASU20200729094841.jpg,INSASU20200729094845.jpg,INSASU20251113160508.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,SREVELLO@CPV.COM.PE,-77.04263247,-12.07644535,HTTP://WWW.CPV.COM.PE
00010670,JIRÓN JR CAMANA 390 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,FONDO DE EMPLEADOS DEL BANCO DE LA NACIÓN,"""""",POLICLINICOS,dpoletti@feban.net,,,HTTP://WWW.FEBAN.NET
00010737,CALLE ALFA AGUILA 100-102 106-108-112-114 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO DE LA CALERA,"""http://maps.google.es/?q=-12.1182244%20-77.0036747,INSASU20220526160044.jpeg,""",POLICLINICOS,dpoletti@feban.net,-77.0036747,-12.1182244,HTTP://WWW.FEBAN.NET
00010814,AVENIDA ESQ. AV. ALFONSO UGARTE Y AV. ESPERANZA S/N - SAN GREGORIO NUMERO S/N DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO INFANTIL NUESTRA SEÑORA DEL SAGRADO CORAZON,"""""",POLICLINICOS,PSALUDCHOSICA@HOTMAIL.COM,,,
00010844,CALLE CALLE PAUL HARRIS 205 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,POLICLINICO MUNICIPAL DE SAN ISIDRO,"""http://maps.google.es/?q=-12.1074758%20-77.05116189,INSASU20190415093459.jpg,""",POLICLINICOS,JESUS.ELERA@MUNISANISIDRO.GOB.PE,-77.05116189,-12.1074758,HTTP://WWW.MUNISANISIDRO.GOB.PE
00010921,AVENIDA AV. RUISEÑORES 476 - URB. SANTA ANITA DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CENTRO CARDIOLOGICO CORAZÓN DE JESUS,"""http://maps.google.es/?q=-12.0514708%20-76.9660847,INSASU20190820103912.jpg,INSASU20221003082141.jpg,INSASU20221003082148.jpg,""",CENTROS MEDICOS ESPECIALIZADOS,LURGIANGELICA@HOTMAIL.COM,-76.9660847,-12.0514708,
00010983,JIRÓN JR. BOLOGNESI 260 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISOL SALUD MAGDALENA,"""http://maps.google.es/?q=-12.0925599%20-77.0700289,INSASU20211215111654.jpeg,""",POLICLINICOS,karla.huamani@sisol.gob.pe,-77.0700289,-12.0925599,HTTP://WWW.SISOL.GOB.PE
00011087,AVENIDA AV. AREQUIPA 1148 - URB. SANTA BEATRIZ DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA LA LUZ S.A.C.,"""""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,CLINICALALUZ.SAC@GMAIL.COM,,,
00011098,"CALLE CALLE GONZÁLES OLAECHEA Nº 165, URB. CÓRPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,CENTRO MEDICO CORPAC S.A.,"""http://maps.google.es/?q=-12.09781567%20-77.02419051,INSASU20211002190131.jpeg,INSASU20211002190137.jpeg,INSASU20211002190142.jpeg,""",POLICLINICOS,CENTROMEDICOCORPAC@GMAIL.COM,-77.02419051,-12.09781567,
00011750,CALLE CALLE ASUNCION Nº 177 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA LOS ANDES SAC,"""http://maps.google.es/?q=-12.10471922%20-77.0321701,INSASU20220518171359.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,ADMINISTRACION@CLINICALOSANDES.COM.PE,-77.0321701,-12.10471922,HTTP://WWW.CLINICALOSANDES.COM.PE
00011795,AVENIDA AV. JAVIER PRADO 4841 DISTRITO LA MOLINA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CENTRO MEDICO SAN FELIPE,"""http://maps.google.es/?q=-12.08231654%20-76.9691091,INSASU20230206083955.jpeg,INSASU20230206084005.JPG,""",CENTROS DE SALUD O CENTROS MEDICOS,SINDATOS@HOTMAIL.COM,-76.9691091,-12.08231654,HTTP://WWW.CLINICASANFELIPE.COM
00012219,AVENIDA AV. EL POLO NRO. 505 URB. EL DERBY MONTERRICO DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CLINICA MONTESUR,"""http://maps.google.es/?q=-12.09496596%20-76.96820787,INSASU20190516084027.jpg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,JQUEZADA@CLINICAMONTESUR.COM,-76.96820787,-12.09496596,HTTP://WWW.CLINICAMONTESUR.COM.PE
00012267,AVENIDA AV. SANTA ROSA 1719 - URB. INCA MANCO CAPAC AV. SANTA ROSA 1719 - URB. INCA MANCO CAPAC SAN JUAN DE LURIGANCHO LIMA LIMA,PRIVADO,CLINICA SAN MARCOS,"""http://maps.google.es/?q=-12.00199899%20-76.99948756,INSASU20230727111225.jpeg,INSASU20230727111237.jpeg,INSASU20230727111312.jpeg,""",HOSPITALES O CLINICAS DE ATENCION GENERAL,grupocastasac@gmail.com,-76.99948756,-12.00199899,https://www.clinicasanmarcos.com/
00012392,"AVENIDA AV. METROPOLITANA, MZ. F, LOTE 13 - URB. CERES I ETAPA DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,POLICLINICO INTERNACIONAL,"""""",POLICLINICOS,POLICLINICOINTERNACIONAL@GMAIL.COM,,,
00012982,"JIRÓN JR. SAN PABLO, CALLE 8, S/N - URB. LOS PRODUCTORES NUMERO S/N DISTRITO SANTA ANITA PROVINCIA LIMA DEPARTAMENTO LIMA",PUBLICO,POLICLINICO MUNICIPAL SANTA ANITA,"""http://maps.google.es/?q=-12.0356084%20-76.95175923,INSASU20171227150212.jpg,INSASU20250429084329.jpg,INSASU20250429084335.jpg,""",POLICLINICOS,oalegriac@munisantanita.gob.pe,-76.95175923,-12.0356084,HTTP://WWW.MUNISANTANITA.GOB.PE
00013012,AVENIDA AV. CANEVARO CON AV. VARGAS MACHUCA S/N NUMERO S/N DISTRITO SAN JUAN DE MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,CENTRO DE ATENCIÓN PRIMARIA III SAN JUAN DE MIRAFLORES,"""http://maps.google.es/?q=-12.1643037%20-76.9692522,INSASU20230704174617.jpeg,INSASU20230704174635.jpeg,INSASU20230704173716.jpeg,""",POLICLINICOS,hector.malaverry@essalud.gob.pe,-76.9692522,-12.1643037,HTTP://WWW.ESSALUD.GOB.PE
00013017,CALLE JULIO C. TELLO Nº 300,PRIVADO,PROMOTORA DE SALUD SAKURA (POLICLINICO SAKURA),"""""",POLICLINICOS,AMASUZUKI@HOTMAIL.COM,,,
00013091,AVENIDA AV LOS HALCONES 414 URB LIMATAMBO AV LOS HALCONES 414 URB LIMATAMBO SURQUILLO LIMA LIMA,PUBLICO,CENTRO DE ATENCION PRIMARIA III SURQUILLO,"""http://maps.google.es/?q=-12.1042369%20-77.020628,INSASU20211112095842.jpg,INSASU20211112095853.jpg,INSASU20211112095900.jpg,""","POLICLINICOS,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD",ALFREDO.NOVOA@ESSALUD.GOB.PE,-77.020628,-12.1042369,HTTP://WWW.ESSALUD.GOB.PE
00013176,JIRÓN JR. ATAHUALPA NRO. 163 JR. ATAHUALPA NRO. 163 HUACHO HUAURA LIMA,PRIVADO,IPRESS CLINICA SAN BARTOLOME,"""http://maps.google.es/?q=-11.106811%20-77.6101788,INSASU20240906165208.jpg,""",POLICLINICOS,afernandez@gruposanbartolome.com,-77.6101788,-11.106811,https://clinicasb.com/
00013675,CALLE CALLE A MZ D LT 25 1 ER Y 2DO PISO URBANIZACIÓN INDUSTRIAL PANAMERICANA NORTE DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,MEDICAL ASSISTANT,"""http://maps.google.es/?q=-11.9938577%20-77.0619517,INSASU20210521101516.jpg,INSASU20210521101415.jpg,INSASU20210521101700.jpg,""",POLICLINICOS,CROMANI@MA.COM.PE,-77.0619517,-11.9938577,HTTP://WWW.MA.COM.PE
00014387,OTROS ANTIGUA PANAMERICANA SUR KM 43 DISTRITO PUNTA HERMOSA PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISOL SALUD PUNTA HERMOSA,"""http://maps.google.es/?q=-12.3267536%20-76.825051,INSASU20191028101101.jpeg,INSASU20230327150413.jpeg,INSASU20230327150416.jpeg,""",POLICLINICOS,maritza.villa@sisol.gob.pe,-76.825051,-12.3267536,http://www.sisol.gob.pe/
00014615,AVENIDA AVENIDA FERNANDO TERÁN 990 DISTRITO CHORRILLOS PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISOL SALUD CHORRILLOS,"""http://maps.google.es/?q=-12.1673499%20-77.0189828,INSASU20200221143419.jpg,""",POLICLINICOS,karla.rachumi@sisol.gob.pe,-77.0189828,-12.1673499,http://www.sisol.gob.pe/
00014670,AVENIDA AV. SALVADOR ALLENDE CUADRA 16 S/N NÚMERO S/N DISTRITO VILLA MARIA DEL TRIUNFO PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,SISOL SALUD VILLA MARÍA DEL TRIUNFO,"""http://maps.google.es/?q=-12.171643%20-76.9456715,INSASU20191009160758.jpg,INSASU20230917131522.jpg,INSASU20230917131525.jpg,""",POLICLINICOS,elisabeth.perez@sisol.gob.pe,-76.9456715,-12.171643,HTTP://WWW.SISOL.GOB.PE
00014718,JIRÓN JR RAMON CASTILLA 590 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,PUBLICO,HOSPITAL POLICIAL GERIATRICO SAN JOSE,"""http://maps.google.es/?q=-12.08667016%20-77.08067194,INSASU20240227125056.jpeg,INSASU20240227125102.jpeg,INSASU20240227125106.jpeg,""",HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,dirsan.hgsj.sec@policia.gob.pe,-77.08067194,-12.08667016,HTTP://WWW.DIRSAPOLPNP.GOB.PE
00015414,"AVENIDA AV. ANGELICA GAMARRA Nº 199, URB. EL TREBOL DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA",PRIVADO,TRÉBOL RED NACIONAL DE SALUD OCUPACIONAL,"""http://maps.google.es/?q=-12.0049108%20-77.0627757,INSASU20190125114811.jpeg,""",POLICLINICOS,EUGAZ@CENTROMEDICOELTREBOL.COM,-77.0627757,-12.0049108,
00015428,PARQUE MZ M LOTE 03-PARCELA 02 PARQUE INDUSTRIAL DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,VILLA SALUD,"""http://maps.google.es/?q=-12.20514247%20-76.93391717,INSASU20221017130722.jpeg,INSASU20221017130813.jpeg,INSASU20221017130817.jpeg,""",POLICLINICOS,SGAVIDIA@VILLASALUD.PE,-76.93391717,-12.20514247,HTTPS://WWW.VILLASALUD.PE
00015460,AVENIDA AV. ALFREDO BENAVIDES NÚMERO 4508 MANZANA F3 LOTE 2 URBANIZACIÓN VISTA ALEGRE DISTRITO SANTIAGO DE SURCO PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,POLICLINICO MARIA GRAÑA,"""http://maps.google.es/?q=-12.1286007%20-76.9977225,INSASU20220805111429.jpeg,""",POLICLINICOS,ADMINISTRACION@POLICLINICOLABORATORIO.COM,-76.9977225,-12.1286007,
00015516,AVENIDA AV. BRASIL 3490 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,PRIVADO,CENTRO DE ESPECIALIDADES MEDICAS PRO-VIDA,"""http://maps.google.es/?q=-12.0904353%20-77.069999,INSASU20221219131508.jpeg,INSASU20221219131520.jpeg,INSASU20221219131527.jpeg,""",POLICLINICOS,provida@smprovida.com,-77.069999,-12.0904353,HTTP://WWW.CEMPROVIDA.COM
